"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","3170531","Baek-Young  Choi and Mohammed K. Al-Mansoori and Rafida  Zaman and Ahmed A. Albishri","","","","Understanding What Residents Ask Cities: Open Data 311 Call Analysis and Future Directions","10:1--10:6","10","6","311 reports, open data, smart cities","10.1145/3170521.3170531","","","","","","","2018","","Proceedings of the Workshop Program of the 19th International Conference on Distributed Computing and Networking","Workshops ICDCN '18","","978-1-4503-6397-6","Varanasi, India","ACM","New York, NY, USA"
"article","1993532","Xuejun  Yang and Yang  Chen and Eric  Eide and John  Regehr","","","","Finding and Understanding Bugs in C Compilers","283--294","","12","automated testing, compiler defect, compiler testing, random program generation, random testing","10.1145/1993316.1993532","SIGPLAN Not.","June 2011","46","6","","June","2011","0362-1340","","","","","","ACM","New York, NY, USA"
"article","1993532","Xuejun  Yang and Yang  Chen and Eric  Eide and John  Regehr","","","","Finding and Understanding Bugs in C Compilers","283--294","","12","automated testing, compiler defect, compiler testing, random program generation, random testing","10.1145/1993498.1993532","","","","","","","2011","","Proceedings of the 32Nd ACM SIGPLAN Conference on Programming Language Design and Implementation","PLDI '11","","978-1-4503-0663-8","San Jose, California, USA","ACM","New York, NY, USA"
"article","2771286","Cristina  Cifuentes and Andrew  Gross and Nathan  Keynes","","","","Understanding Caller-sensitive Method Vulnerabilities: A Class of Access Control Vulnerabilities in the Java Platform","7--12","","6","Java security model, Principle of least privilege","10.1145/2771284.2771286","","","","","","","2015","","Proceedings of the 4th ACM SIGPLAN International Workshop on State Of the Art in Program Analysis","SOAP 2015","","978-1-4503-3585-0","Portland, OR, USA","ACM","New York, NY, USA"
"article","1993520","Susmit  Sarkar and Peter  Sewell and Jade  Alglave and Luc  Maranget and Derek  Williams","","","","Understanding POWER Multiprocessors","175--186","","12","relaxed memory models, semantics","10.1145/1993316.1993520","SIGPLAN Not.","June 2011","46","6","","June","2011","0362-1340","","","","","","ACM","New York, NY, USA"
"article","1993520","Susmit  Sarkar and Peter  Sewell and Jade  Alglave and Luc  Maranget and Derek  Williams","","","","Understanding POWER Multiprocessors","175--186","","12","relaxed memory models, semantics","10.1145/1993498.1993520","","","","","","","2011","","Proceedings of the 32Nd ACM SIGPLAN Conference on Programming Language Design and Implementation","PLDI '11","","978-1-4503-0663-8","San Jose, California, USA","ACM","New York, NY, USA"
"article","2687240","Sergey  Elkin and Cyrill  Larin and Vadim  Shishkin","","","","Using the Executive Models for Aviation Embedded Information and Control Systems Software Complex Debug","23:1--23:6","23","6","embedded information and control system, modeling, software debugging","10.1145/2687233.2687240","","","","","","","2014","","Proceedings of the 10th Central and Eastern European Software Engineering Conference in Russia","CEE-SECR '14","","978-1-4503-2889-0","Moscow, Russia","ACM","New York, NY, USA"
"article","2556645","Stephan  Adelsberger and Stefan  Sobernig and Gustaf  Neumann","","","","Towards Assessing the Complexity of Object Migration in Dynamic, Feature-oriented Software Product Lines","17:1--17:8","17","8","constructor anomaly, dynamic software product line, feature binding, feature-oriented programming, object migration","10.1145/2556624.2556645","","","","","","","2013","","Proceedings of the Eighth International Workshop on Variability Modelling of Software-Intensive Systems","VaMoS '14","","978-1-4503-2556-1","Sophia Antipolis, France","ACM","New York, NY, USA"
"article","1869525","Martin  Rinard and Henry  Hoffmann and Sasa  Misailovic and Stelios  Sidiroglou","","","","Patterns and Statistical Analysis for Understanding Reduced Resource Computing","806--821","","16","cyclic memory allocation, discarding tasks, loop perforation, reduced resource computing, statistical analysis","10.1145/1869459.1869525","","","","","","","2010","","Proceedings of the ACM International Conference on Object Oriented Programming Systems Languages and Applications","OOPSLA '10","","978-1-4503-0203-6","Reno/Tahoe, Nevada, USA","ACM","New York, NY, USA"
"article","1869525","Martin  Rinard and Henry  Hoffmann and Sasa  Misailovic and Stelios  Sidiroglou","","","","Patterns and Statistical Analysis for Understanding Reduced Resource Computing","806--821","","16","cyclic memory allocation, discarding tasks, loop perforation, reduced resource computing, statistical analysis","10.1145/1932682.1869525","SIGPLAN Not.","October 2010","45","10","","October","2010","0362-1340","","","","","","ACM","New York, NY, USA"
"article","1988632","Yonghee  Shin and Laurie  Williams","","","","An Initial Study on the Use of Execution Complexity Metrics As Indicators of Software Vulnerabilities","1--7","","7","complexity metrics, execution metrics, software security, software vulnerability prediction","10.1145/1988630.1988632","","","","","","","2011","","Proceedings of the 7th International Workshop on Software Engineering for Secure Systems","SESS '11","","978-1-4503-0581-5","Waikiki, Honolulu, HI, USA","ACM","New York, NY, USA"
"article","1822332","Alen  Jakupovic and Mile  Pavlic and Sanja  Candrlic","","","","Application of Analytic Hierarchy Process (AHP) to Measure the Complexity of the Business Sector and Business Software","35--42","","8","analytic hierarchy process (AHP), business sectors, business software, complexity, metrics","10.1145/1822327.1822332","","","","","","","2010","","Proceedings of the Third C* Conference on Computer Science and Software Engineering","C3S2E '10","","978-1-60558-901-5","Montr&eacute;al, Quebec, Canada","ACM","New York, NY, USA"
"article","2384641","Tomas  Kalibera and Matthew  Mole and Richard  Jones and Jan  Vitek","","","","A Black-box Approach to Understanding Concurrency in DaCapo","335--354","","20","benchmarks, concurrency, dacapo, scalability","10.1145/2384616.2384641","","","","","","","2012","","Proceedings of the ACM International Conference on Object Oriented Programming Systems Languages and Applications","OOPSLA '12","","978-1-4503-1561-6","Tucson, Arizona, USA","ACM","New York, NY, USA"
"article","2384641","Tomas  Kalibera and Matthew  Mole and Richard  Jones and Jan  Vitek","","","","A Black-box Approach to Understanding Concurrency in DaCapo","335--354","","20","benchmarks, concurrency, dacapo, scalability","10.1145/2398857.2384641","SIGPLAN Not.","October 2012","47","10","","October","2012","0362-1340","","","","","","ACM","New York, NY, USA"
"article","3236039","Jiayi  Wei and Jia  Chen and Yu  Feng and Kostas  Ferles and Isil  Dillig","","","","Singularity: Pattern Fuzzing for Worst Case Complexity","213--223","","11","Complexity testing, availability vulnerability, fuzzing, genetic programming, optimal program synthesis, performance bug","10.1145/3236024.3236039","","","","","","","2018","","Proceedings of the 2018 26th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering","ESEC/FSE 2018","","978-1-4503-5573-5","Lake Buena Vista, FL, USA","ACM","New York, NY, USA"
"article","3233966","Th&#233;o  Zimmermann","","","","Challenges in the Collaborative Development of a Complex Mathematical Software and Its Ecosystem","22:1--22:3","22","3","Coq, Open source software, mathematical software, proof assistant, release management","10.1145/3233391.3233966","","","","","","","2018","","Proceedings of the 14th International Symposium on Open Collaboration","OpenSym '18","","978-1-4503-5936-8","Paris, France","ACM","New York, NY, USA"
"article","3145436","Ana M. Gonzalez de Miguel","","","","Generic eLearning Environments and Intelligent Software Architectures for Complex Cooperation","88:1--88:9","88","9","Intelligence, abstractions, complex cooperation, eLearning environments, thinking and behavior","10.1145/3144826.3145436","","","","","","","2017","","Proceedings of the 5th International Conference on Technological Ecosystems for Enhancing Multiculturality","TEEM 2017","","978-1-4503-5386-1","C&aacute;diz, Spain","ACM","New York, NY, USA"
"article","3209406","Chad  Zanocco and Judy  Cushing and Denise  Lach","","","","Co-producing Software for Complex Environmental Data Visualization","109:1--109:2","109","2","environmental science, knowledge co-production, visualization","10.1145/3209281.3209406","","","","","","","2018","","Proceedings of the 19th Annual International Conference on Digital Government Research: Governance in the Data Age","dg.o '18","","978-1-4503-6526-0","Delft, The Netherlands","ACM","New York, NY, USA"
"article","3084283","Babatunde Kazeem Olorisade and Pearl  Brereton and Peter  Andras","","","","Reporting Statistical Validity and Model Complexity in Machine Learning Based Computational Studies","128--133","","6","CS automation, Model complexity, model selection, statistical validity, systematic reviews, text mining","10.1145/3084226.3084283","","","","","","","2017","","Proceedings of the 21st International Conference on Evaluation and Assessment in Software Engineering","EASE'17","","978-1-4503-4804-1","Karlskrona, Sweden","ACM","New York, NY, USA"
"article","3193996","Mohammed  Foughali and Bernard  Berthomieu and Silvano Dal Zilio and Pierre-Emmanuel  Hladik and F&#233;lix  Ingrand and Anthony  Mallet","","","","Formal Verification of Complex Robotic Systems on Resource-constrained Platforms","2--9","","8","","10.1145/3193992.3193996","","","","","","","2018","","Proceedings of the 6th Conference on Formal Methods in Software Engineering","FormaliSE '18","","978-1-4503-5718-0","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","2897049","Andreas  Metzger and Andreas  Bayer and Daniel  Doyle and Amir Molzam Sharifloo and Klaus  Pohl and Florian  Wessling","","","","Coordinated Run-time Adaptation of Variability-intensive Systems: An Application in Cloud Computing","5--11","","7","adaptive systems, cloud, dynamic software product lines, variability","10.1145/2897045.2897049","","","","","","","2016","","Proceedings of the 1st International Workshop on Variability and Complexity in Software Design","VACE '16","","978-1-4503-4176-9","Austin, Texas","ACM","New York, NY, USA"
"article","2016102","Frank  Tsui and Stanley  Iriele","","","","Analysis of Software Cohesion Attribute and Test Case Development Complexity","237--242","","6","cohesion metrics, correlation, design complexity, measurements, test-case complexity","10.1145/2016039.2016102","","","","","","","2011","","Proceedings of the 49th Annual Southeast Regional Conference","ACM-SE '11","","978-1-4503-0686-7","Kennesaw, Georgia","ACM","New York, NY, USA"
"article","1890814","Sadaf  Khalid and Saima  Zehra and Fahim  Arif","","","","Analysis of Object Oriented Complexity and Testability Using Object Oriented Design Metrics","4:1--4:8","4","8","object oriented complexity, object oriented design metrics, testability","10.1145/1890810.1890814","","","","","","","2010","","Proceedings of the 2010 National Software Engineering Conference","NSEC '10","","978-1-4503-0026-1","Rawalpindi, Pakistan","ACM","New York, NY, USA"
"article","1961261","Zheng  Li and Liam  O'Brien and He  Zhang and Jacky  Keung","","","","Towards SOA Implementation Complexity Measurement Enlightened by Organization Theory","12--15","","4","SOA implementation complexity, measurement, organization theory, organizational complexity, service-oriented architecture (SOA)","10.1145/1961258.1961261","","","","","","","2010","","Proceedings of the 11th International Conference on Product Focused Software","PROFES '10","","978-1-4503-0281-4","Limerick, Ireland","ACM","New York, NY, USA"
"article","3195002","Affan  Rauf and Muhammad  Nawaz and Junaid Haroon Siddiqui","","","","Efficient Iterative Deepening for Bounded Exhaustive Generation of Complex Structures","346--347","","2","automated test generation, bounded exhaustive testing, complex structures, incremental test generation, iterative deepening, korat","10.1145/3183440.3195002","","","","","","","2018","","Proceedings of the 40th International Conference on Software Engineering: Companion Proceeedings","ICSE '18","","978-1-4503-5663-3","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","3318258","Artem  Beresnev and Aleksandr  Zhdankin and Artem  Lobantsev and Artem  Vasiliev and Nikolay  Vedernikov and Natalia  Gusarova","","","","Dialogue System for Service Desk of Complex Software Systems Based on Relational Concept Analysis","31--36","","6","Relational Concept Analysis, ontology-based approach, software systems, technical support","10.1145/3318236.3318258","","","","","","","2019","","Proceedings of the 2019 2Nd International Conference on Geoinformatics and Data Analysis","ICGDA 2019","","978-1-4503-6245-0","Prague, Czech Republic","ACM","New York, NY, USA"
"article","3185119","Bavani  Ramayah","","","","Detecting Emotional Changes Among Visually Impaired Users in Complex and Non-Complex Layout Using Neuro-Physiological Signal","302--305","","4","Visually Impaired users, emotion, navigation","10.1145/3185089.3185119","","","","","","","2018","","Proceedings of the 2018 7th International Conference on Software and Computer Applications","ICSCA 2018","","978-1-4503-5414-1","Kuantan, Malaysia","ACM","New York, NY, USA"
"article","2407374","Mai  Otsuki and Tsutomu  Oshita and Asako  Kimura and Fumihisa  Shibata and Hideyuki  Tamura","","","","Elastic Connections: Separating and Observation Methods for Complex Virtual Objects","191--192","","2","3d user interface vision-based UI high-speed camera","10.1145/2407336.2407374","","","","","","","2012","","Proceedings of the 18th ACM Symposium on Virtual Reality Software and Technology","VRST '12","","978-1-4503-1469-5","Toronto, Ontario, Canada","ACM","New York, NY, USA"
"article","2503714","Cyprien  Pindat and Emmanuel  Pietriga and Oliver  Chapuis and Claude  Puech","","","","Drilling into Complex 3D Models with Gimlenses","223--230","","8","detail-in-context, lenses, multi-scale visualization","10.1145/2503713.2503714","","","","","","","2013","","Proceedings of the 19th ACM Symposium on Virtual Reality Software and Technology","VRST '13","","978-1-4503-2379-6","Singapore","ACM","New York, NY, USA"
"article","2882887","Florian  Strecker and Reinhard  Gniza and Thomas  Hollosy and Florian  Schmatzer","","","","Business-Actors As Base Components of Complex and Distributed Software Applications","9:1--9:8","9","8","Business-Actors, Complexity, Distributed Software Applications, Microservices, PASS, Subject-oriented BPM","10.1145/2882879.2882887","","","","","","","2016","","Proceedings of the 8th International Conference on Subject-oriented Business Process Management","S-BPM '16","","978-1-4503-4071-7","Erlangen, Germany","ACM","New York, NY, USA"
"article","2970322","Jens  Meinicke and Chu-Pan  Wong and Christian  K&#228;stner and Thomas  Th&#252;m and Gunter  Saake","","","","On Essential Configuration Complexity: Measuring Interactions in Highly-configurable Systems","483--494","","12","Configurable Software, Feature Interaction, Variability-Aware Execution","10.1145/2970276.2970322","","","","","","","2016","","Proceedings of the 31st IEEE/ACM International Conference on Automated Software Engineering","ASE 2016","","978-1-4503-3845-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","2351748","Antonio  Cicchetti and Federico  Ciccozzi and Silvia  Mazzini and Stefano  Puri and Marco  Panunzio and Alessandro  Zovi and Tullio  Vardanega","","","","CHESS: A Model-driven Engineering Tool Environment for Aiding the Development of Complex Industrial Systems","362--365","","4","Separation of concerns, back propagation, code generation","10.1145/2351676.2351748","","","","","","","2012","","Proceedings of the 27th IEEE/ACM International Conference on Automated Software Engineering","ASE 2012","","978-1-4503-1204-2","Essen, Germany","ACM","New York, NY, USA"
"article","2897048","Bo  Zhang and Slawomir  Duszynski and Martin  Becker","","","","Variability Mechanisms and Lessons Learned in Practice","14--20","","7","practical experience, variability design, variability mechanisms","10.1145/2897045.2897048","","","","","","","2016","","Proceedings of the 1st International Workshop on Variability and Complexity in Software Design","VACE '16","","978-1-4503-4176-9","Austin, Texas","ACM","New York, NY, USA"
"article","2817782","Michael  Nebeling and Anhong  Guo and Alexandra  To and Steven  Dow and Jaime  Teevan and Jeffrey  Bigham","","","","WearWrite: Orchestrating the Crowd to Complete Complex Tasks from Wearables","39--40","","2","crowdsourcing, smartwatch interaction, wearables, writing","10.1145/2815585.2817782","","","","","","","2015","","Adjunct Proceedings of the 28th Annual ACM Symposium on User Interface Software & Technology","UIST '15 Adjunct","","978-1-4503-3780-9","Daegu, Kyungpook, Republic of Korea","ACM","New York, NY, USA"
"article","3143722","Rezeda  Khaydarova and Maxim  Lapaev and Igor  Bondarenko","","","","CHPC-complex Prototype: A Model-based Software and Hardware Approach to Indoor Microclimate Management for Cultural Heritage Preservation and Conservation","37--45","","9","Sensor networks, heritage preservation, m2m technologies, microclimate regulating software and hardware complex, microclimate regulation","10.1145/3143699.3143722","","","","","","","2017","","Proceedings of the International Conference IMS-2017","IMS2017","","978-1-4503-5437-0","Saint Petersburg, Russian Federation","ACM","New York, NY, USA"
"article","3166105","Ekaterina V. Politsyna and Sergey A. Politsyn and Valery V. Shilov","","","","Task Dispatching System for the Complex of Natural Language Processing Tools","11:1--11:8","11","8","complex of automated text processing tools, task dispatching, task management in natural language processing","10.1145/3166094.3166105","","","","","","","2017","","Proceedings of the 13th Central & Eastern European Software Engineering Conference in Russia","CEE-SECR '17","","978-1-4503-6396-9","St. Petersburg, Russia","ACM","New York, NY, USA"
"article","3213868","Yannic  Noller and Rody  Kersten and Corina S.  P&#259;s&#259;reanu","","","","Badger: Complexity Analysis with Fuzzing and Symbolic Execution","322--332","","11","Complexity Analysis, Denial-of-Service, Fuzzing, Symbolic Execution","10.1145/3213846.3213868","","","","","","","2018","","Proceedings of the 27th ACM SIGSOFT International Symposium on Software Testing and Analysis","ISSTA 2018","","978-1-4503-5699-2","Amsterdam, Netherlands","ACM","New York, NY, USA"
"article","2162112","Martin  Rinard","","","","What to Do when Things Go Wrong: Recovery in Complex (Computer) Systems","1--2","","2","error, fault, recovery","10.1145/2162110.2162112","","","","","","","2012","","Proceedings of the 11th Annual International Conference on Aspect-oriented Software Development Companion","AOSD Companion '12","","978-1-4503-1222-6","Potsdam, Germany","ACM","New York, NY, USA"
"article","2746281","Mark  Pleszkoch and Rick  Linger","","","","Controlling Combinatorial Complexity in Software and Malware Behavior Computation","15:1--15:4","15","4","Hyperion system, Software behavior computation, malware","10.1145/2746266.2746281","","","","","","","2015","","Proceedings of the 10th Annual Cyber and Information Security Research Conference","CISR '15","","978-1-4503-3345-0","Oak Ridge, TN, USA","ACM","New York, NY, USA"
"article","1809208","Peng  Liang and Paris  Avgeriou and Keqing  He and Lai  Xu","","","","From Collective Knowledge to Intelligence: Pre-requirements Analysis of Large and Complex Systems","26--30","","5","collaborative tagging, collective intelligence, pre-requirements analysis, requirements reasoning","10.1145/1809198.1809208","","","","","","","2010","","Proceedings of the 1st Workshop on Web 2.0 for Software Engineering","Web2SE '10","","978-1-60558-975-6","Cape Town, South Africa","ACM","New York, NY, USA"
"article","2874317","C. Ailie  Fraser and Mira  Dontcheva and Holger  Winnemoeller and Scott  Klemmer","","","","DiscoverySpace: Crowdsourced Suggestions Onboard Novices in Complex Software","29--32","","4","complex software, crowdsourcing, novice onboarding, photo editing, recommendations","10.1145/2818052.2874317","","","","","","","2016","","Proceedings of the 19th ACM Conference on Computer Supported Cooperative Work and Social Computing Companion","CSCW '16 Companion","","978-1-4503-3950-6","San Francisco, California, USA","ACM","New York, NY, USA"
"article","1868338","Luigi  Lavazza and Gabriela  Robiolo","","","","The Role of the Measure of Functional Complexity in Effort Estimation","6:1--6:10","6","10","COSMIC function points, effort estimation, function points, functional complexity measurement, functional size measurement, use case points, use case-based measurement","10.1145/1868328.1868338","","","","","","","2010","","Proceedings of the 6th International Conference on Predictive Models in Software Engineering","PROMISE '10","","978-1-4503-0404-7","Timi&scedil;oara, Romania","ACM","New York, NY, USA"
"article","1730905","Roberto  Di Cosmo and Jaap  Boender","","","","Using Strong Conflicts to Detect Quality Issues in Component-based Complex Systems","163--172","","10","components, large component repositories, open source software, quality assurance, strong conflicts","10.1145/1730874.1730905","","","","","","","2010","","Proceedings of the 3rd India Software Engineering Conference","ISEC '10","","978-1-60558-922-0","Mysore, India","ACM","New York, NY, USA"
"article","3238167","Ameni  Ben Fadhel and Domenico  Bianculli and Lionel C.  Briand","","","","Model-driven Run-time Enforcement of Complex Role-based Access Control Policies","248--258","","11","enforcement, model-driven engineering, policies, role-based access control","10.1145/3238147.3238167","","","","","","","2018","","Proceedings of the 33rd ACM/IEEE International Conference on Automated Software Engineering","ASE 2018","","978-1-4503-5937-5","Montpellier, France","ACM","New York, NY, USA"
"article","2846654","Sascha  El-Sharkawy and Christian  Kr&#246;her and Holger  Eichelberger and Klaus  Schmid","","","","Experience from Implementing a Complex Eclipse Extension for Software Product Line Engineering","13--18","","6","EASy-Producer, Eclipse, Software Product Lines","10.1145/2846650.2846654","","","","","","","2015","","Proceedings of the on Eclipse Technology eXchange","ETX 2015","","978-1-4503-3904-9","Pittsburgh, PA, USA","ACM","New York, NY, USA"
"article","2602471","Barry  Porter","","","","Runtime Modularity in Complex Structures: A Component Model for Fine Grained Runtime Adaptation","29--34","","6","adaptive, component model, runtime, structure","10.1145/2602458.2602471","","","","","","","2014","","Proceedings of the 17th International ACM Sigsoft Symposium on Component-based Software Engineering","CBSE '14","","978-1-4503-2577-6","Marcq-en-Bareul, France","ACM","New York, NY, USA"
"article","2577097","Marcelo Serrano Zanetti and Claudio Juan Tessone and Ingo  Scholtes and Frank  Schweitzer","","","","Automated Software Remodularization Based on Move Refactoring: A Complex Systems Approach","73--84","","12","complex networks, refactoring, remodularization","10.1145/2577080.2577097","","","","","","","2014","","Proceedings of the 13th International Conference on Modularity","MODULARITY '14","","978-1-4503-2772-5","Lugano, Switzerland","ACM","New York, NY, USA"
"article","1982618","Guy Collins Ndem and Abbas  Tahir and Andreas  Ulrich and Helmut  Goetz","","","","Test Data to Reduce the Complexity of Unit Test Automation","105--106","","2","continuous integration, test automation, test data, unit testing","10.1145/1982595.1982618","","","","","","","2011","","Proceedings of the 6th International Workshop on Automation of Software Test","AST '11","","978-1-4503-0592-1","Waikiki, Honolulu, HI, USA","ACM","New York, NY, USA"
"article","2701324","J&#252;rgen  Ommen and Georg  Rock","","","","Visualization of Variability in Complex Development Structures","109:109--109:116","109","8","Complex development structures, Feature diagram, Product line, Variability Management, Visualization","10.1145/2701319.2701324","","","","","","","2015","","Proceedings of the Ninth International Workshop on Variability Modelling of Software-intensive Systems","VaMoS '15","","978-1-4503-3273-6","Hildesheim, Germany","ACM","New York, NY, USA"
"article","3167454","Francesco  Nocera","","","","A Liquid Software-driven Semantic Complex Event Processing-based Platform for Health Monitoring: Student Research Abstract","1464--1465","","2","","10.1145/3167132.3167454","","","","","","","2018","","Proceedings of the 33rd Annual ACM Symposium on Applied Computing","SAC '18","","978-1-4503-5191-1","Pau, France","ACM","New York, NY, USA"
"article","1754059","Mari-Klara  Oja","","","","Designing for Collaboration: Improving Usability of Complex Software Systems","3799--3804","","6","complex software systems, human-computer collaboration, usability","10.1145/1753846.1754059","","","","","","","2010","","CHI '10 Extended Abstracts on Human Factors in Computing Systems","CHI EA '10","","978-1-60558-930-5","Atlanta, Georgia, USA","ACM","New York, NY, USA"
"article","1852863","Federico  Tomassetti and Marco  Torchiano and Lorenzo  Bazzani","","","","Applying MDA to Complex Multi-tier Enterprise Architectures","61:1--61:1","61","1","","10.1145/1852786.1852863","","","","","","","2010","","Proceedings of the 2010 ACM-IEEE International Symposium on Empirical Software Engineering and Measurement","ESEM '10","","978-1-4503-0039-1","Bolzano-Bozen, Italy","ACM","New York, NY, USA"
"article","3271556","Raghu  Indrakanti and Elizabeth  Elias","","","","A Low Complexity Reconfigurable IFIR Filter for Software Defined Radio Channelizers","40:1--40:5","40","5","FRM Flter, Farrow Structure, IFIR Filter, SDR Channelizer, Variable Bandwidth Filter","10.1145/3271553.3271556","","","","","","","2018","","Proceedings of the 2Nd International Conference on Vision, Image and Signal Processing","ICVISP 2018","","978-1-4503-6529-1","Las Vegas, NV, USA","ACM","New York, NY, USA"
"article","1882293","Nathan  Eagle","","","","Big Data, Global Development, and Complex Social Systems","3--4","","2","behavioral dynamics, data analysis, machine learning, network analysis","10.1145/1882291.1882293","","","","","","","2010","","Proceedings of the Eighteenth ACM SIGSOFT International Symposium on Foundations of Software Engineering","FSE '10","","978-1-60558-791-2","Santa Fe, New Mexico, USA","ACM","New York, NY, USA"
"article","2347590","Zhaofei  Tian and Sanzheng  Qiao","","","","A Complexity Analysis of a Jacobi Method for Lattice Basis Reduction","53--60","","8","Jacobi method, LLL, Lagrange algorithm, basis, lattice, lattice basis reduction","10.1145/2347583.2347590","","","","","","","2012","","Proceedings of the Fifth International C* Conference on Computer Science and Software Engineering","C3S2E '12","","978-1-4503-1084-0","Montreal, Quebec, Canada","ACM","New York, NY, USA"
"article","2593773","Mar&#237;a Cecilia  Bastarrica and Jocelyn  Simmonds and Luis  Silvestre","","","","Using Megamodeling to Improve Industrial Adoption of Complex MDE Solutions","31--36","","6","Megamodeling, Model-Driven engineering, Process lines","10.1145/2593770.2593773","","","","","","","2014","","Proceedings of the 6th International Workshop on Modeling in Software Engineering","MiSE 2014","","978-1-4503-2849-4","Hyderabad, India","ACM","New York, NY, USA"
"article","2372290","Nauman bin  Ali and Kai  Petersen and Mika  M&#228;ntyl&#228;","","","","Testing Highly Complex System of Systems: An Industrial Case Study","211--220","","10","case study, software test, system of systems","10.1145/2372251.2372290","","","","","","","2012","","Proceedings of the ACM-IEEE International Symposium on Empirical Software Engineering and Measurement","ESEM '12","","978-1-4503-1056-7","Lund, Sweden","ACM","New York, NY, USA"
"article","2150992","Peter  Feiner and Angela Demke Brown and Ashvin  Goel","","","","Comprehensive Kernel Instrumentation via Dynamic Binary Translation","135--146","","12","Linux, dynamic binary translation, interrupts, operating system instrumentation","10.1145/2189750.2150992","SIGARCH Comput. Archit. News","March 2012","40","1","","March","2012","0163-5964","","","","","","ACM","New York, NY, USA"
"article","2150992","Peter  Feiner and Angela Demke Brown and Ashvin  Goel","","","","Comprehensive Kernel Instrumentation via Dynamic Binary Translation","135--146","","12","Linux, dynamic binary translation, interrupts, operating system instrumentation","10.1145/2248487.2150992","SIGPLAN Not.","April 2012","47","4","","March","2012","0362-1340","","","","","","ACM","New York, NY, USA"
"article","2150992","Peter  Feiner and Angela Demke Brown and Ashvin  Goel","","","","Comprehensive Kernel Instrumentation via Dynamic Binary Translation","135--146","","12","Linux, dynamic binary translation, interrupts, operating system instrumentation","10.1145/2150976.2150992","","","","","","","2012","","Proceedings of the Seventeenth International Conference on Architectural Support for Programming Languages and Operating Systems","ASPLOS XVII","","978-1-4503-0759-8","London, England, UK","ACM","New York, NY, USA"
"article","3148079","Shouwei  Chen and Ivan  Rodero","","","","Understanding Behavior Trends of Big Data Frameworks in Ongoing Software-Defined Cyber-Infrastructure","199--208","","10","big data processing frameworks, characterization and tradeoffs, software-defined infrastructure","10.1145/3148055.3148079","","","","","","","2017","","Proceedings of the Fourth IEEE/ACM International Conference on Big Data Computing, Applications and Technologies","BDCAT '17","","978-1-4503-5549-0","Austin, Texas, USA","ACM","New York, NY, USA"
"article","2593810","Ayushi  Aggarwal and Gajendra  Waghmare and Ashish  Sureka","","","","Mining Issue Tracking Systems Using Topic Models for Trend Analysis, Corpus Exploration, and Understanding Evolution","52--58","","7","Bugs, Defect Tracking System, Google Chromium, Issue Tracking System, Latent Dirichlet Allocation, Software Maintenance, Topic Modeling","10.1145/2593801.2593810","","","","","","","2014","","Proceedings of the 3rd International Workshop on Realizing Artificial Intelligence Synergies in Software Engineering","RAISE 2014","","978-1-4503-2846-3","Hyderabad, India","ACM","New York, NY, USA"
"article","3300570","Kimia  Kiani and George  Cui and Andrea  Bunt and Joanna  McGrenere and Parmit K. Chilana","","","","Beyond One-Size-Fits-All: Understanding the Diversity in How Software Newcomers Discover and Make Use of Help Resources","340:1--340:14","340","14","help-seeking, software help, software learning","10.1145/3290605.3300570","","","","","","","2019","","Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems","CHI '19","","978-1-4503-5970-2","Glasgow, Scotland Uk","ACM","New York, NY, USA"
"article","3037723","Daniel  Lustig and Andrew  Wright and Alexandros  Papakonstantinou and Olivier  Giroux","","","","Automated Synthesis of Comprehensive Memory Model Litmus Test Suites","661--675","","15","litmus tests, memory consistency models, synchronization, synthesis","10.1145/3093337.3037723","SIGARCH Comput. Archit. News","March 2017","45","1","","April","2017","0163-5964","","","","","","ACM","New York, NY, USA"
"article","3037723","Daniel  Lustig and Andrew  Wright and Alexandros  Papakonstantinou and Olivier  Giroux","","","","Automated Synthesis of Comprehensive Memory Model Litmus Test Suites","661--675","","15","litmus tests, memory consistency models, synchronization, synthesis","10.1145/3093336.3037723","SIGPLAN Not.","April 2017","52","4","","April","2017","0362-1340","","","","","","ACM","New York, NY, USA"
"article","3037723","Daniel  Lustig and Andrew  Wright and Alexandros  Papakonstantinou and Olivier  Giroux","","","","Automated Synthesis of Comprehensive Memory Model Litmus Test Suites","661--675","","15","litmus tests, memory consistency models, synchronization, synthesis","10.1145/3037697.3037723","","","","","","","2017","","Proceedings of the Twenty-Second International Conference on Architectural Support for Programming Languages and Operating Systems","ASPLOS '17","","978-1-4503-4465-4","Xi'an, China","ACM","New York, NY, USA"
"article","3037723","Daniel  Lustig and Andrew  Wright and Alexandros  Papakonstantinou and Olivier  Giroux","","","","Automated Synthesis of Comprehensive Memory Model Litmus Test Suites","661--675","","15","litmus tests, memory consistency models, synchronization, synthesis","10.1145/3093315.3037723","SIGOPS Oper. Syst. Rev.","June 2017","51","2","","April","2017","0163-5980","","","","","","ACM","New York, NY, USA"
